slug	name	date	event	opponent	methodRaw	promotion
ooishi-shunsuke	大石駿介	2016-11-20	KINGS NAGOYA2	宮島教晋	2R 2'17" TKO (ハイキック)	HoostCup
yamato-yuuya	大和侑也	2016-11-20	KINGS NAGOYA2	ヴィクトー・トファニール	延長 判定3-0 (10-9/10-9/10-9)	HoostCup
masui-yuki	増井 侑輝	2016-11-20	KINGS NAGOYA2	佐曽利謙太	1R 2'47" TKO (膝蹴り)	HoostCup
daniro-zanorini	ダニロ・ザノリニ	2016-11-20	KINGS NAGOYA2	チューチャイ ハーデスワークアウトジム	判定0-3 (27-30/28-29/28-30)	HoostCup
mizuno-shiho	水野 志保	2016-11-20	KINGS NAGOYA2	ジェニフェル・フェハス	判定3-0 (29-26/30-25/29-26)	HoostCup
atsushi-yamato	敦YAMATO	2016-11-20	KINGS NAGOYA2	敦仁	2R 1'47" TKO (右ボディフック)	HoostCup
yamada-hideto	山田 英登	2016-11-20	KINGS NAGOYA2	春野剛士	判定0-3 (28-29/28-29/28-29)	HoostCup
ryuki	Ryuki	2016-11-20	KINGS NAGOYA2	和真	判定0-2 (28-29/28-29/28-28)	HoostCup
kuroudo	蔵人	2016-11-20	KINGS NAGOYA2	吉田理玖	2R 1'24" TKO (左ボディフック)	HoostCup
ryota-nakano	中野椋太	2016-11-20	KINGS NAGOYA2	洋輔YAMATO	2R 1'41" TKO (パンチ)	HoostCup
suzuki-mariya	鈴木 万李弥	2016-11-20	KINGS NAGOYA2	溝口孝湖	2R 1'23" TKO (パンチ連打)	HoostCup
ooishi-shunsuke	大石駿介	2009-06-21	全日本キックボクシング連盟「野良犬電撃作戦2009」	渡部太基	3R 2:18 KO（右ハイキック）	全日本キックボクシング連盟
kurisutofu-purubo	クリストフ・プルボー	2009-06-21	全日本キックボクシング連盟「野良犬電撃作戦2009」	ジャオチャラーム	5R終了 判定2-0	全日本キックボクシング連盟
ishikawa-naoki	石川直生	2009-06-21	全日本キックボクシング連盟「野良犬電撃作戦2009」	前田尚紀	5R終了 判定1-0	全日本キックボクシング連盟
yamamoto-genki	山本元気	2009-06-21	全日本キックボクシング連盟「野良犬電撃作戦2009」	ジャウメーオ・プンパンムアン	5R終了 判定3-0	全日本キックボクシング連盟
fujihara-arashi	藤原あらし	2009-06-21	全日本キックボクシング連盟「野良犬電撃作戦2009」	ピンサヤーム・ソー.アムヌアイシリチョーク	3R 1:30 KO（右ストレート）	全日本キックボクシング連盟
ooishi-shunsuke	大石駿介	2009-03-08	NAGOYAKICK 〜BoogieFight07 Black Sunday〜	DAI	5R終了 判定0-0	Wikipedia(その他団体)
kusakabe-ryuuya	日下部竜也	2009-03-08	NAGOYAKICK 〜BoogieFight07 Black Sunday〜	尹戸元気	2R 2:14 KO	Wikipedia(その他団体)
azuma	AZUMA	2009-03-08	NAGOYAKICK 〜BoogieFight07 Black Sunday〜	大石綾乃	3分3R終了 判定3-0	Wikipedia(その他団体)
ooishi-shunsuke	大石駿介	2008-03-30	HEAT 6	KING皇兵	3R終了 判定1-2	Wikipedia(その他団体)
tomihira-tatsufumi	富平辰文	2008-03-30	HEAT 6	イ・ヨセプ	2R 0:19 KO	Wikipedia(その他団体)
suzuki-hiroaki	鈴木 博昭	2008-03-30	HEAT 6	酒井 楽	2R TKO	SHOOT BOXING
ooishi-shunsuke	大石駿介	2007-07-01	トライアルリーグ10	アヤト	3R終了 判定	Wikipedia(その他団体)
ooishi-shunsuke	大石駿介	2007-03-18	トライアルリーグ9	星野大介	3R 1:23 KO（右ハイキック）	Wikipedia(その他団体)
ooishi-shunsuke	大石駿介	2006-07-30	闘真会館 BATTLE FRONT 1	和真	2R TKO（4ダウン）	Wikipedia(その他団体)
ooishi-shunsuke	大石駿介	None	カラテ祭り	森陽次	ドロー	Wikipedia(その他団体)
ooishi-shunsuke	大石駿介	None	G-GATE	中村明宏	2R終了 判定	Wikipedia(その他団体)
ooishi-shunsuke	大石駿介	None	バトルフロント1	大和哲也	3R TKO	Wikipedia(その他団体)
ooishi-shunsuke	大石駿介	None	BRIDGE	大曲大吾郎	3R KO	Wikipedia(その他団体)
ooishi-shunsuke	大石駿介	None	BRIDGE	西村太	3R終了 判定	Wikipedia(その他団体)
kana-484	KANA	2026-08-15	ONE Fight Night 46	ユー・ヨウ・プイ	ユナニマス判定	ONE Championship
kana-484	KANA	2025-01-31	ONE Friday Fights 95	モア・カールソン	ユナニマス判定	ONE Championship
supa-yai-chan	スーパー・ヤイ・チャン	2025-01-31	ONE Friday Fights 95	JaroenpornTaiKubon	ノックアウト	ONE Championship
kana-484	KANA	2024-12-20	ONE Friday Fights 92	アニッサ・メクセン	ユナニマス判定	ONE Championship
marato-guregorian	マラット・グレゴリアン	2024-12-20	ONE Friday Fights 92	アブデラリ・ザヒディ	ノックアウト	ONE Championship
noiri-masaaki	野杁正明	2024-12-20	ONE Friday Fights 92	リウ・メンヤン	ユナニマス判定	ONE Championship
igoru-bekurefu	イゴール・ベクレフ	2024-12-20	ONE Friday Fights 92	パンパヤック	ノックアウト	ONE Championship
kana-484	KANA	None	12月8日 DUEL.32 試合結果	DJナックルハンマーyokko	判定3-0 (三者とも30-26)	NJKF
shoko-jsk	祥子JSK	None	12月8日 DUEL.32 試合結果	斎藤千種	判定3-0 (30-28、30-29、30-28)	NJKF
saito-chigusa	斎藤 千種	None	12月8日 DUEL.32 試合結果	祥子JSK	判定3-0 (30-28、30-29、30-28)	NJKF
watanabe-raina	渡部 蕾	None	12月8日 DUEL.32 試合結果	大久保貴宏	判定0-3 (28-30、28-29、28-30)	NJKF
oiwa-ryuse	大岩 竜世	None	12月8日 DUEL.32 試合結果	赤平大治	判定1-2 (29-30、30-29、29-30)	NJKF
mio-rareina	MIO LaReyna	None	12月8日 DUEL.32 試合結果	妃芽奈	判定0-3 (27-30、26-30，27-30)	NJKF
akimu	明夢	None	12月8日 DUEL.32 試合結果	悠	判定1-1 (29-29、30-29、29-30)	NJKF
hose-reisu	ホセ・レイス	2007-08-31	Steko's Fight Night	セドリック・ミュラー	3R終了 判定	Wikipedia(その他団体)
hose-reisu	ホセ・レイス	2007-08-31	Steko's Fight Night	ライアン・シムソン	3R終了 判定	Wikipedia(その他団体)
tomasu-radoki	トーマス・ラドキー	2007-03-10	Steko's Fight Night	イストバン・トト	3R TKO	Wikipedia(その他団体)
tomasu-radoki	トーマス・ラドキー	2007-03-10	Steko's Fight Night	ロベルト・コッコ	3R終了 判定	Wikipedia(その他団体)
raian-shimuson	ライアン・シムソン	2007-08-31	Steko's Fight Night	ホセ・レイス	3R終了 判定	Wikipedia(その他団体)
pita-bondorachieku	ピーター・ボンドラチェック	2011-05-28	Steko's Fight Night	ベジム・カバシ	4R 1:27 TKO（レフェリーストップ）	Wikipedia(その他団体)
karu-gurishinsuki	カール・グリシンスキー	2005-12-10	Steko's Fight Night	トミカ・パラディン	2R TKO	Wikipedia(その他団体)
bobu-sapu	ボブ・サップ	2011-08-26	Steko's Fight Night	フロリアン・パビッチ	3R終了 判定	Wikipedia(その他団体)
ruisu-reisu	ルイス・レイス	2007-05-04	Steko's Fight Night	マルコ・ピケ	3R終了 判定0-3	Wikipedia(その他団体)
roberuto-koko	ロベルト・コッコ	2007-03-10	Steko's Fight Night	ライアン・シムソン	3R終了 判定	Wikipedia(その他団体)
roberuto-koko	ロベルト・コッコ	2007-03-10	Steko's Fight Night	トーマス・ラドキー	3R終了 判定	Wikipedia(その他団体)
maruko-pike	マルコ・ピケ	2007-05-04	Steko's Fight Night	アリ・グンヤー	3R終了 判定3-0	Wikipedia(その他団体)
maruko-pike	マルコ・ピケ	2007-05-04	Steko's Fight Night	ルイス・レイス	3R終了 判定3-0	Wikipedia(その他団体)
hose-reisu	ホセ・レイス	2006-05-13	SuperLeague Elimination 2006	ジョーダン・タイ	3R終了 判定	WAKO SuperLeague
hose-reisu	ホセ・レイス	2006-05-13	SuperLeague Elimination 2006	アミール・ゼヤダ	3R終了 判定	WAKO SuperLeague
hose-reisu	ホセ・レイス	2006-05-13	SuperLeague Elimination 2006	シャヒン・ヤクート	3R終了 判定	WAKO SuperLeague
shahin-yakuto	シャヒン・ヤクート	2006-05-13	SuperLeague Elimination 2006	ホセ・レイス	3R終了 判定	WAKO SuperLeague
demitori-shakuta	デミトリー・シャクタ	2006-05-13	SuperLeague Elimination 2006	シェイン・チャップマン	3R終了 判定3-0	WAKO SuperLeague
amiru-zeyada	アミール・ゼヤダ	2006-05-13	SuperLeague Elimination 2006	ホセ・レイス	3R終了 判定	WAKO SuperLeague
amiru-zeyada	アミール・ゼヤダ	2006-05-13	SuperLeague Elimination 2006	プリンス・ハメド	2R TKO	WAKO SuperLeague
jodan-tai	ジョーダン・タイ	2006-05-13	SuperLeague Elimination 2006	ホセ・レイス	3R終了 判定	WAKO SuperLeague
jodan-tai	ジョーダン・タイ	2006-05-13	SuperLeague Elimination 2006	ピーター・ポラック	2R KO	WAKO SuperLeague
jodan-tai	ジョーダン・タイ	2006-05-13	SuperLeague Elimination 2006	マイケル・ハンスグット	2R KO	WAKO SuperLeague
shiein-chapuman	シェイン・チャップマン	2006-05-13	SuperLeague Elimination 2006	デミトリー・シャクタ	3R終了 判定0-3	WAKO SuperLeague
arubiaru-rima	アルビアール・リマ	2006-05-13	SuperLeague Elimination 2006	ファディ・メルザ	判定	WAKO SuperLeague
maikeru-hansuguto	マイケル・ハンスグット	2006-05-13	SuperLeague Elimination 2006	ジョーダン・タイ	2R KO	WAKO SuperLeague
fadi-meruza	ファディ・メルザ	2006-05-13	SuperLeague Elimination 2006	アルビアール・リマ	判定	WAKO SuperLeague
hose-reisu	ホセ・レイス	2006-03-11	SuperLeague Apocalypse 2006	アルビアール・リマ	判定	WAKO SuperLeague
shahin-yakuto	シャヒン・ヤクート	2006-03-11	SuperLeague Apocalypse 2006	ファディ・メルザ	3R終了 判定	WAKO SuperLeague
tomasu-radoki	トーマス・ラドキー	2006-03-11	SuperLeague Apocalypse 2006	モイセス・バプティスタ・デ・ソウザ	判定	WAKO SuperLeague
amiru-zeyada	アミール・ゼヤダ	2006-03-11	SuperLeague Apocalypse 2006	ジョーダン・タイ	2R TKO	WAKO SuperLeague
jodan-tai	ジョーダン・タイ	2006-03-11	SuperLeague Apocalypse 2006	アミール・ゼヤダ	2R TKO	WAKO SuperLeague
shiein-chapuman	シェイン・チャップマン	2006-03-11	SuperLeague Apocalypse 2006	ピーター・ポラック	判定	WAKO SuperLeague
arubiaru-rima	アルビアール・リマ	2006-03-11	SuperLeague Apocalypse 2006	ホセ・レイス	判定	WAKO SuperLeague
roberuto-koko	ロベルト・コッコ	2006-03-11	SuperLeague Apocalypse 2006	デニー・ビル	判定	WAKO SuperLeague
fadi-meruza	ファディ・メルザ	2006-03-11	SuperLeague Apocalypse 2006	シャヒン・ヤクート	3R終了 判定	WAKO SuperLeague
hose-reisu	ホセ・レイス	2006-01-28	SuperLeague Hungary	ファディ・メルザ	判定	WAKO SuperLeague
shahin-yakuto	シャヒン・ヤクート	2006-01-28	SuperLeague Hungary	マリオ・プリンチ	3R KO	WAKO SuperLeague
demitori-shakuta	デミトリー・シャクタ	2006-01-28	SuperLeague Hungary	ロベルト・コッコ	3R終了 判定3-0	WAKO SuperLeague
amiru-zeyada	アミール・ゼヤダ	2006-01-28	SuperLeague Hungary	イスバン・トート	3R終了 判定	WAKO SuperLeague
jodan-tai	ジョーダン・タイ	2006-01-28	SuperLeague Hungary	ピーター・クルーク	3R終了 判定	WAKO SuperLeague
mario-purinchi	マリオ・プリンチ	2006-01-28	SuperLeague Hungary	シャヒン・ヤクート	3R KO	WAKO SuperLeague
arubiaru-rima	アルビアール・リマ	2006-01-28	SuperLeague Hungary	ピーター・ポラック	判定	WAKO SuperLeague
roberuto-koko	ロベルト・コッコ	2006-01-28	SuperLeague Hungary	デミトリー・シャクタ	3R終了 判定0-3	WAKO SuperLeague
fadi-meruza	ファディ・メルザ	2006-01-28	SuperLeague Hungary	ホセ・レイス	判定	WAKO SuperLeague
hose-reisu	ホセ・レイス	2005-11-19	SuperLeague Germany 2005	セドリック・ミュラー	3R終了 判定	WAKO SuperLeague
hose-reisu	ホセ・レイス	2005-05-21	SuperLeague Germany 2005	ジョーダン・タイ	2R KO	WAKO SuperLeague
demitori-shakuta	デミトリー・シャクタ	2005-05-21	SuperLeague Germany 2005	クリフトン・ブラウン	5R終了 判定3-0	WAKO SuperLeague
tomasu-radoki	トーマス・ラドキー	2005-05-21	SuperLeague Germany 2005	アルビアール・リマ	1R TKO	WAKO SuperLeague
jodan-tai	ジョーダン・タイ	2005-05-21	SuperLeague Germany 2005	ホセ・レイス	2R KO	WAKO SuperLeague
shiein-chapuman	シェイン・チャップマン	2005-05-21	SuperLeague Germany 2005	カマル・エル・アムラーニ	5R 反則（ローブロー）	WAKO SuperLeague
arubiaru-rima	アルビアール・リマ	2005-05-21	SuperLeague Germany 2005	トーマス・ラドキー	1R TKO	WAKO SuperLeague
kurisu-fan-benroi	クリス・ファン・ベンローイ	2005-05-21	SuperLeague Germany 2005	オズカン・コーズ	判定	WAKO SuperLeague
roberuto-koko	ロベルト・コッコ	2005-05-21	SuperLeague Germany 2005	モイセス・バプティスタ・デソウサ	4R KO	WAKO SuperLeague
fadi-meruza	ファディ・メルザ	2005-05-21	SuperLeague Germany 2005	ピーター・クルーク	判定	WAKO SuperLeague
kamaru-eru-amurani	カマル・エル・アムラーニ	2005-05-21	SuperLeague Germany 2005	シェイン・チャップマン	3R KO	WAKO SuperLeague
hose-reisu	ホセ・レイス	2005-09-24	SuperLeague Tournament Turkey 2005	アルビアール・リマ	3R終了 判定	WAKO SuperLeague
ari-gunya	アリ・グンヤー	2005-09-24	SuperLeague Tournament Turkey 2005	アルビアール・リマ	2R TKO	WAKO SuperLeague
ari-gunya	アリ・グンヤー	2005-09-24	SuperLeague Tournament Turkey 2005	オーレ・ローセン	3R終了 判定	WAKO SuperLeague
ore-rosen	オーレ・ローセン	2005-09-24	SuperLeague Tournament Turkey 2005	アリ・グンヤー	3R終了 判定	WAKO SuperLeague
arubiaru-rima	アルビアール・リマ	2005-09-24	SuperLeague Tournament Turkey 2005	カマル・エル・アムラーニ	3R KO	WAKO SuperLeague
arubiaru-rima	アルビアール・リマ	2005-09-24	SuperLeague Tournament Turkey 2005	アリ・グンヤー	2R TKO	WAKO SuperLeague
arubiaru-rima	アルビアール・リマ	2005-09-24	SuperLeague Tournament Turkey 2005	ホセ・レイス	3R終了 判定	WAKO SuperLeague
ruisu-reisu	ルイス・レイス	2005-09-24	SuperLeague Tournament Turkey 2005	ピーター・ポラック	3R終了 判定	WAKO SuperLeague
fadi-meruza	ファディ・メルザ	2005-09-24	SuperLeague Tournament Turkey 2005	カマル・エル・アムラーニ	3R終了 判定	WAKO SuperLeague
fadi-meruza	ファディ・メルザ	2005-09-24	SuperLeague Tournament Turkey 2005	マライペット	3R終了 判定	WAKO SuperLeague
kamaru-eru-amurani	カマル・エル・アムラーニ	2005-09-24	SuperLeague Tournament Turkey 2005	アルビアール・リマ	3R KO	WAKO SuperLeague
kamaru-eru-amurani	カマル・エル・アムラーニ	2005-09-24	SuperLeague Tournament Turkey 2005	ファディ・メルザ	3R終了 判定	WAKO SuperLeague
kamaru-eru-amurani	カマル・エル・アムラーニ	2005-09-24	SuperLeague Tournament Turkey 2005	ピーター・クルーク	1R KO	WAKO SuperLeague
hose-reisu	ホセ・レイス	2005-04-09	SuperLeague Austria 2005	オーレ・ローセン	5R終了 判定	WAKO SuperLeague
shahin-yakuto	シャヒン・ヤクート	2005-04-09	SuperLeague Austria 2005	ファディ・メルザ	5R終了 判定	WAKO SuperLeague
demitori-shakuta	デミトリー・シャクタ	2005-04-09	SuperLeague Austria 2005	モイセス・バプティスタ・デソウサ	1R KO	WAKO SuperLeague
tomasu-radoki	トーマス・ラドキー	2005-04-09	SuperLeague Austria 2005	マリオ・プリンチ	判定	WAKO SuperLeague
mario-purinchi	マリオ・プリンチ	2005-04-09	SuperLeague Austria 2005	トーマス・ラドキー	5R終了 判定	WAKO SuperLeague
ore-rosen	オーレ・ローセン	2005-04-09	SuperLeague Austria 2005	ホセ・レイス	5R終了 判定	WAKO SuperLeague
kurisu-fan-benroi	クリス・ファン・ベンローイ	2005-04-09	SuperLeague Austria 2005	ピーター・ポラック	5R終了 判定	WAKO SuperLeague
fadi-meruza	ファディ・メルザ	2005-04-09	SuperLeague Austria 2005	シャヒン・ヤクート	5R終了 判定	WAKO SuperLeague
kamaru-eru-amurani	カマル・エル・アムラーニ	2005-04-09	SuperLeague Austria 2005	Wira Chalunlap	2R KO	WAKO SuperLeague
hose-reisu	ホセ・レイス	2004-10-23	SuperLeague Germany 2004	レネ・ミュラー	5R TKO	WAKO SuperLeague
tomasu-radoki	トーマス・ラドキー	2004-10-23	SuperLeague Germany 2004	ファディ・メルザ	判定	WAKO SuperLeague
ore-rosen	オーレ・ローセン	2004-10-23	SuperLeague Germany 2004	カマル・エル・アムラーニ	5R KO（パンチ）	WAKO SuperLeague
kurisu-fan-benroi	クリス・ファン・ベンローイ	2004-10-23	SuperLeague Germany 2004	ジャン・スカボロスキー	4R KO（膝蹴り）	WAKO SuperLeague
fadi-meruza	ファディ・メルザ	2004-10-23	SuperLeague Germany 2004	トーマス・ラドキー	判定	WAKO SuperLeague
kamaru-eru-amurani	カマル・エル・アムラーニ	2004-10-23	SuperLeague Germany 2004	オーレ・ローセン	5R KO（パンチ）	WAKO SuperLeague
gravy-miu	GRAVY未宇	2026-07-26	【KROSS×OVER-EXTRA.7】試合結果&レポート	中澤 諒香	判定3-0(30：27×3)	KROSS×OVER
kenshin-yamamoto	山元剣心	2026-07-26	【KROSS×OVER-EXTRA.7】試合結果&レポート	村上 祐馬		KROSS×OVER
kitahara-yuki	北原 有起	2026-07-26	【KROSS×OVER-EXTRA.7】試合結果&レポート	石川 龍之介	※北原の欠場による不戦勝	KROSS×OVER
goki-sugiyama	杉山豪基	2026-07-26	【KROSS×OVER-EXTRA.7】試合結果&レポート	嵩史	判定0-3(27：30 27：30 28：29)	KROSS×OVER
sano-isami	佐野 勇海	2026-07-26	【KROSS×OVER-EXTRA.7】試合結果&レポート	がやお	判定0-3(27：29×3)	KROSS×OVER
ayame	綾芽	2026-07-26	【KROSS×OVER-EXTRA.7】試合結果&レポート	錦 知沙	判定3-0(30：28 30：27 30：27)	KROSS×OVER
semi-shuruto	セミー・シュルト	2012-12-31	DREAM.18 & GLORY 4 〜大晦日 SPECIAL 2012〜	ダニエル・ギタ	1R TKO（左ハイキック）	GLORY
semi-shuruto	セミー・シュルト	2012-12-31	DREAM.18 & GLORY 4 〜大晦日 SPECIAL 2012〜	グーカン・サキ	2R 判定	GLORY
semi-shuruto	セミー・シュルト	2012-12-31	DREAM.18 & GLORY 4 〜大晦日 SPECIAL 2012〜	リコ・ヴァーホーベン	2R 判定	GLORY
semi-shuruto	セミー・シュルト	2012-12-31	DREAM.18 & GLORY 4 〜大晦日 SPECIAL 2012〜	ブリース・ギドン	2R 0:55 TKO	GLORY
danieru-gita	ダニエル・ギタ	2012-12-31	DREAM.18 & GLORY 4 〜大晦日 SPECIAL 2012〜	セミー・シュルト	1R 2:52 TKO（左ハイキック）	GLORY
danieru-gita	ダニエル・ギタ	2012-12-31	DREAM.18 & GLORY 4 〜大晦日 SPECIAL 2012〜	ジャマール・ベン・サディック	1R 0:25 KO（左ミドルキック）	GLORY
danieru-gita	ダニエル・ギタ	2012-12-31	DREAM.18 & GLORY 4 〜大晦日 SPECIAL 2012〜	ムラッド・ボウジディ	2R 0:40 TKO（ドクターストップ）	GLORY
danieru-gita	ダニエル・ギタ	2012-12-31	DREAM.18 & GLORY 4 〜大晦日 SPECIAL 2012〜	ジョナタ・デニス	2分3R終了 判定146-139	GLORY
